Sequence ID,H_F1-FR1,H_F2-FR1,H_F3-FR1,H_F4-FR1,H_F5-FR1,H_F1-CDR1,H_F2-CDR1,H_F3-CDR1,H_F4-CDR1,H_F5-CDR1,H_F1-FR2,H_F2-FR2,H_F3-FR2,H_F4-FR2,H_F5-FR2,H_F1-CDR2,H_F2-CDR2,H_F3-CDR2,H_F4-CDR2,H_F5-CDR2,H_F1-FR3,H_F2-FR3,H_F3-FR3,H_F4-FR3,H_F5-FR3,L_F1-FR1,L_F2-FR1,L_F3-FR1,L_F4-FR1,L_F5-FR1,L_F1-CDR1,L_F2-CDR1,L_F3-CDR1,L_F4-CDR1,L_F5-CDR1,L_F1-FR2,L_F2-FR2,L_F3-FR2,L_F4-FR2,L_F5-FR2,L_F1-CDR2,L_F2-CDR2,L_F3-CDR2,L_F4-CDR2,L_F5-CDR2,L_F1-FR3,L_F2-FR3,L_F3-FR3,L_F4-FR3,L_F5-FR3,is_sarscov2_related
BD-515,-0.354,0.298,-1.126,0.783,-0.47,0.036,0.017,0.762,0.182,0.228,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.096,0.125,-0.005,0.269,0.077,-0.225,0.261,-1.273,0.501,-0.733,0.63,0.112,0.066,-0.276,-0.031,0.122,0.002,-0.147,0.134,0.066,0.077,0.133,-3.05,0.66,-2.012,-0.154,0.294,-0.39,0.403,-0.301,1
BD-566,-0.239,0.239,-1.156,0.706,-0.506,-0.155,0.578,1.062,0.309,1.003,-0.156,-0.189,-0.069,0.217,0.022,0.447,0.489,-0.919,0.225,-0.178,0.126,0.125,-0.068,0.242,0.011,-0.215,0.287,-1.242,0.63,-0.628,-0.29,0.404,-1.633,0.641,-0.735,0.088,-0.01,-0.138,0.253,0.141,0.077,0.133,-3.05,0.66,-2.012,-0.158,0.415,-0.52,0.473,-0.359,1
BD-599,-0.286,0.228,-1.022,0.756,-0.485,-0.03,0.514,0.754,0.363,0.653,-0.168,0.077,-0.488,0.29,-0.277,-0.291,0.805,1.079,0.59,0.919,0.107,0.033,-0.101,0.223,0.09,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.211,0.442,-0.676,0.472,-0.475,1
BD-604,-0.282,0.217,-0.915,0.722,-0.402,-0.431,0.592,-0.01,0.426,-0.052,-0.156,0.014,-0.077,0.304,-0.044,-0.319,0.959,0.083,0.556,0.354,0.06,0.063,-0.218,0.305,-0.075,-0.247,0.207,-0.976,0.587,-0.505,-0.016,0.671,-2.12,0.336,-1.251,0.054,0.042,-0.15,0.217,0.025,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
BD-605,-0.282,0.217,-0.915,0.722,-0.402,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.09,0.048,-0.059,0.283,0.019,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
BD-612,-0.286,0.228,-1.022,0.756,-0.485,-0.253,0.646,-0.454,0.599,-0.206,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.082,0.066,-0.034,0.282,0.01,-0.225,0.261,-1.273,0.501,-0.733,0.418,0.252,-1.389,0.006,-0.974,0.2,0.013,-0.356,0.071,0.037,0.077,0.133,-3.05,0.66,-2.012,-0.148,0.453,-0.206,0.418,-0.109,1
BD-613,-0.286,0.228,-1.022,0.756,-0.485,-0.253,0.646,-0.454,0.599,-0.206,-0.192,0.211,-0.498,0.273,-0.173,-0.319,0.959,0.083,0.556,0.354,0.163,0.127,0.042,0.239,0.009,-0.225,0.261,-1.273,0.501,-0.733,0.581,0.196,0.228,-0.156,0.177,0.2,0.013,-0.356,0.071,0.037,0.077,0.133,-3.05,0.66,-2.012,-0.16,0.357,-0.059,0.417,-0.115,1
BD-614,-0.303,0.279,-1.201,0.731,-0.526,-0.404,0.537,-0.464,0.535,-0.268,-0.196,0.024,-0.432,0.313,-0.423,-0.319,0.959,0.083,0.556,0.354,0.098,0.072,-0.003,0.3,0.058,-0.225,0.261,-1.273,0.501,-0.733,0.482,0.344,0.194,-0.258,-0.15,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
BD-616,-0.286,0.228,-1.022,0.756,-0.485,-0.402,0.587,-0.039,0.327,-0.102,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.14,0.088,0.091,0.296,0.173,-0.225,0.261,-1.273,0.501,-0.733,0.581,0.196,0.228,-0.156,0.177,0.144,0.168,-0.031,0.114,0.089,0.077,0.133,-3.05,0.66,-2.012,-0.099,0.395,-0.082,0.402,-0.112,1
BD-618,-0.315,0.269,-1.015,0.743,-0.53,-0.181,0.405,0.743,0.298,0.591,-0.138,-0.028,-0.134,0.305,-0.023,-0.319,0.959,0.083,0.556,0.354,0.105,0.09,0.019,0.266,0.058,-0.213,0.232,-1.312,0.502,-0.719,0.581,0.196,0.228,-0.156,0.177,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
BD-619,-0.282,0.217,-0.915,0.722,-0.402,-0.28,0.701,0.001,0.49,0.01,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.1,0.119,-0.165,0.259,-0.047,-0.225,0.261,-1.273,0.501,-0.733,0.286,0.439,-0.816,-0.118,-0.747,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.159,0.397,-0.225,0.455,-0.201,1
BD-623,-0.286,0.228,-1.022,0.756,-0.485,-0.293,0.734,-0.334,0.596,-0.249,-0.124,0.016,-0.499,0.309,-0.211,-0.333,0.997,-0.299,0.677,0.057,0.151,0.111,0.052,0.184,0.172,-0.316,0.63,-0.891,0.627,-0.419,-0.13,0.727,-1.584,0.477,-0.983,0.091,0.191,-0.319,0.198,-0.027,-0.004,-0.469,1.049,0.754,-0.262,0.072,0.285,-0.701,0.465,-0.252,1
BD-643,-0.286,0.228,-1.022,0.756,-0.485,-0.399,0.504,0.944,0.165,0.511,-0.149,0.157,-0.243,0.354,0.063,0.152,0.647,-1.111,0.454,-0.869,0.112,0.079,0.002,0.313,0.07,-0.274,0.28,-1.236,0.531,-0.718,0.269,0.889,-0.079,0.226,-0.011,0.206,0.298,-0.301,0.104,0.084,0.089,0.186,-1.59,0.545,-0.754,0.004,0.29,-0.414,0.447,-0.249,1
BD-693,-0.25,0.212,-0.881,0.765,-0.345,-0.501,0.092,0.428,0.478,0.251,-0.008,0.105,-0.009,0.265,0.245,0.269,0.256,0.921,0.544,0.869,0.138,0.062,-0.124,0.29,-0.067,-0.089,0.465,-1.393,0.543,-0.81,0.021,0.636,-0.362,0.48,0.03,0.01,0.102,-0.139,0.197,-0.04,0.787,0.478,-1.405,-0.452,-1.657,-0.098,0.324,-1.259,0.527,-0.714,1
BD-694,-0.25,0.212,-0.881,0.765,-0.345,-0.501,0.092,0.428,0.478,0.251,-0.008,0.105,-0.009,0.265,0.245,0.148,0.169,0.913,0.492,0.82,0.13,0.076,-0.098,0.308,-0.034,-0.089,0.465,-1.393,0.543,-0.81,0.021,0.636,-0.362,0.48,0.03,0.01,0.102,-0.139,0.197,-0.04,0.787,0.478,-1.405,-0.452,-1.657,-0.098,0.324,-1.259,0.527,-0.714,1
BD-702,-0.286,0.228,-1.022,0.756,-0.485,-0.063,0.585,1.032,0.082,0.617,-0.079,0.025,0.012,0.144,0.032,-0.05,0.688,-2.023,0.529,-0.973,0.155,0.077,-0.111,0.218,-0.017,-0.168,0.41,-0.565,0.373,-0.323,-0.233,0.235,0.481,0.644,0.462,-0.032,0.384,-0.153,0.232,-0.142,1.117,-0.108,-0.293,-0.105,-1.049,0.051,0.427,-1.08,0.409,-0.644,1
BD-708,-0.239,0.239,-1.156,0.706,-0.506,-0.257,0.269,0.354,0.507,0.316,-0.266,-0.137,0.03,0.286,0.002,0.077,0.425,-1.338,0.297,-0.804,0.09,0.048,-0.059,0.283,0.019,-0.13,0.27,-0.761,0.496,-0.382,-0.328,-0.295,0.73,0.416,0.339,0.242,0.079,-0.315,0.108,0.032,-0.349,0.499,-3.418,0.97,-1.813,-0.079,0.443,-0.506,0.447,-0.285,1
BD-713,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.079,0.083,-0.196,0.152,0.07,-0.303,0.443,0.043,0.048,0.108,0.063,-0.081,0.191,0.34,0.267,-0.186,0.509,-0.338,0.612,-0.051,0.116,0.695,-0.704,0.389,0.028,-0.073,0.075,-0.42,0.124,-0.281,0.752,0.653,0.247,-0.422,-0.266,0.087,0.322,-0.304,0.484,-0.14,1
BD-715,-0.208,0.175,-0.879,0.665,-0.399,-0.19,-0.11,0.328,0.031,-0.077,-0.079,0.083,-0.196,0.152,0.07,-0.028,0.626,-0.047,0.229,0.318,0.039,0.085,-0.19,0.355,0.023,-0.183,0.682,-1.295,0.591,-0.624,0.229,0.885,-0.57,0.323,-0.036,-0.1,0.155,-0.04,0.267,-0.06,0.554,1.018,-0.721,0.111,-0.26,0.005,0.311,-0.925,0.516,-0.485,1
BD-743,-0.033,0.037,-1.228,0.554,-0.623,-0.087,0.341,0.333,0.164,0.42,-0.046,-0.349,0.141,-0.126,0.277,0.098,0.411,1.282,0.382,1.163,0.083,-0.079,-0.131,0.359,0.02,-0.106,0.527,-1.127,0.513,-0.68,0.163,-0.477,0.23,0.448,0.415,-0.076,0.013,-0.304,0.262,-0.171,0.884,0.38,-2.628,0.045,-1.414,-0.008,0.313,-0.323,0.488,-0.277,1
BD-744,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.079,0.083,-0.196,0.152,0.07,-0.294,0.47,-0.326,0.37,-0.062,0.072,0.105,-0.189,0.279,0.0,-0.175,0.545,-0.313,0.589,-0.056,0.5,-0.125,-0.166,-0.124,-0.027,0.012,0.019,-0.337,-0.015,-0.295,0.361,0.844,-1.773,-0.142,-1.459,0.055,0.262,-0.062,0.456,-0.039,1
BD-748,-0.294,0.11,-1.105,0.777,-0.573,-0.035,-0.059,1.911,0.06,1.023,-0.0,0.035,-0.198,0.081,0.004,-0.169,0.601,-0.509,0.456,-0.324,0.126,-0.016,-0.228,0.235,-0.022,-0.257,0.567,-0.588,0.621,-0.273,0.074,0.473,-1.153,0.599,-0.674,-0.117,0.135,-0.409,0.105,-0.347,0.361,0.844,-1.773,-0.142,-1.459,0.08,0.335,-0.203,0.46,-0.092,1
BD-751,-0.239,0.239,-1.156,0.706,-0.506,-0.509,0.116,0.121,0.322,-0.122,-0.066,-0.05,-0.133,0.168,0.014,0.304,0.259,-0.939,0.339,-0.477,0.09,0.048,-0.059,0.283,0.019,-0.13,0.27,-0.761,0.496,-0.382,-0.361,-0.047,-0.226,0.773,-0.107,0.242,0.079,-0.315,0.108,0.032,-0.47,-0.402,-2.075,1.27,-0.98,-0.066,0.468,-0.532,0.436,-0.216,1
BD-755,-0.019,0.145,-1.389,0.518,-0.723,-0.279,1.008,-0.552,0.472,-0.072,-0.043,0.048,0.35,0.215,0.394,-0.828,-0.065,0.384,0.742,0.05,0.074,-0.129,-0.125,0.299,0.014,-0.228,0.615,-1.127,0.614,-0.569,0.053,0.568,-0.402,0.355,-0.21,-0.164,0.115,-0.677,0.279,-0.364,-0.186,0.309,-0.799,0.467,-0.427,0.066,0.326,-0.986,0.442,-0.557,1
BD-756,-0.008,0.23,-1.232,0.52,-0.615,-0.193,1.008,-0.777,0.555,-0.144,-0.09,0.163,-0.072,0.166,0.046,-0.816,-0.098,0.718,0.635,0.309,0.006,0.015,-0.161,0.375,-0.131,-0.228,0.615,-1.127,0.614,-0.569,0.042,0.627,0.149,0.365,0.254,-0.18,0.142,-0.204,0.171,-0.185,0.502,1.103,1.309,0.236,1.31,0.035,0.314,-0.705,0.489,-0.343,1
BD-758,-0.239,0.239,-1.156,0.706,-0.506,-0.376,0.76,0.279,0.338,0.31,-0.156,-0.189,-0.069,0.217,0.022,-0.067,0.002,0.172,-0.186,-0.114,0.077,0.25,-0.034,0.204,0.085,-0.192,0.612,-1.142,0.61,-0.516,0.177,0.719,-1.204,0.036,-1.013,0.042,0.161,-0.087,-0.146,0.001,0.219,0.284,-0.967,0.271,-1.19,0.102,0.335,-0.67,0.437,-0.293,1
BD-767,-0.021,0.009,-1.266,0.555,-0.609,-0.111,0.386,1.51,0.017,0.662,-0.147,0.008,0.073,-0.076,0.131,-0.024,1.027,0.402,0.518,0.511,0.134,-0.014,-0.049,0.132,-0.079,-0.216,0.656,-1.275,0.622,-0.643,0.263,1.065,-0.602,0.182,-0.125,-0.026,0.302,-0.473,0.16,-0.251,-0.069,-0.111,-1.276,0.675,-1.582,0.089,0.267,-0.632,0.486,-0.281,1
BD-771,-0.249,0.228,-0.745,0.698,-0.292,-0.116,0.04,-0.354,-0.022,-0.21,0.061,0.071,0.347,0.215,0.456,0.314,0.085,-0.32,0.418,0.091,0.073,0.082,-0.554,0.27,-0.376,-0.217,0.379,-1.191,0.48,-0.644,-0.231,-0.058,1.231,0.231,0.619,0.177,0.176,-0.06,0.028,0.073,-0.401,0.583,-1.388,1.095,-0.243,-0.179,0.459,-0.712,0.501,-0.434,1
BD-790,-0.045,0.057,-1.189,0.583,-0.573,-0.283,0.623,2.273,0.06,1.401,-0.022,0.005,0.122,0.075,0.313,-0.269,0.8,0.051,0.697,0.28,0.032,0.066,0.295,0.337,0.218,-0.248,0.392,-0.964,0.491,-0.578,0.416,0.658,-0.207,0.208,0.108,-0.019,0.282,-0.351,0.079,-0.265,-0.069,-0.111,-1.276,0.675,-1.582,-0.054,0.298,-0.096,0.443,-0.011,1
BD-791,-0.019,0.145,-1.389,0.518,-0.723,-0.262,0.311,0.583,0.611,0.796,-0.168,0.212,-0.07,0.237,0.112,-0.551,0.147,1.562,0.333,0.819,0.04,0.049,-0.491,0.359,-0.357,-0.248,0.392,-0.964,0.491,-0.578,0.416,0.658,-0.207,0.208,0.108,-0.044,0.242,-0.535,0.093,-0.339,-0.069,-0.111,-1.276,0.675,-1.582,-0.048,0.347,-0.203,0.429,-0.086,1
BD-796,-0.019,0.145,-1.389,0.518,-0.723,-0.324,0.671,-0.049,0.584,0.241,-0.059,0.105,0.449,0.055,0.469,-0.748,0.33,0.637,0.591,0.204,0.05,0.031,-0.356,0.4,-0.192,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.111,1.293,-0.71,0.515,0.117,0.035,0.314,-0.705,0.489,-0.343,1
BD-801,-0.196,0.335,-1.107,0.708,-0.429,-0.481,0.323,0.198,-0.297,0.017,-0.055,-0.017,-0.142,0.26,-0.0,0.697,-0.153,-0.117,0.19,-0.173,0.056,0.032,-0.132,0.292,-0.049,-0.184,0.472,-0.153,0.609,0.057,0.038,0.674,-0.021,0.592,0.281,-0.083,0.078,-0.404,0.022,-0.324,0.361,0.844,-1.773,-0.142,-1.459,0.072,0.383,-0.345,0.449,-0.159,1
BD-804,-0.317,0.282,-0.979,0.792,-0.324,-0.05,0.52,0.413,0.07,0.095,-0.034,0.142,-0.379,0.207,-0.148,-0.244,0.816,-1.173,0.506,-0.704,0.111,0.009,-0.23,0.272,-0.032,-0.26,0.257,-1.08,0.44,-0.574,0.091,0.534,-1.825,0.022,-1.343,0.078,-0.092,-0.14,0.233,-0.079,-0.729,-1.065,0.142,0.914,0.04,-0.173,0.382,-0.589,0.473,-0.355,1
BD-805,-0.045,0.057,-1.189,0.583,-0.573,-0.137,0.835,0.651,0.048,0.379,-0.151,-0.082,0.164,-0.01,0.213,-0.209,1.162,1.167,0.717,1.241,0.003,0.144,-0.426,0.323,-0.28,-0.234,0.431,-0.9,0.525,-0.595,0.3,1.061,0.894,-0.05,0.718,0.003,0.211,-0.932,0.127,-0.618,-0.28,1.483,-2.73,0.795,-1.077,-0.036,0.327,-0.276,0.484,-0.101,1
BD-807,-0.282,0.217,-0.915,0.722,-0.402,-0.404,0.537,-0.464,0.535,-0.268,-0.022,0.079,0.031,0.221,0.085,-0.288,0.896,-0.436,0.681,0.107,0.105,0.09,0.019,0.266,0.058,-0.247,0.207,-0.976,0.587,-0.505,0.047,0.664,0.015,0.1,0.138,0.078,-0.092,-0.14,0.233,-0.079,-0.401,0.583,-1.388,1.095,-0.243,-0.195,0.377,-0.504,0.452,-0.334,1
BD-809,0.086,0.059,-0.809,0.466,-0.424,-0.159,0.732,0.123,-0.03,0.095,-0.179,0.062,0.717,0.082,0.602,0.164,0.69,-0.395,0.025,-0.671,-0.043,0.193,-0.667,0.25,-0.359,-0.135,0.145,-0.992,0.582,-0.664,0.016,0.664,-1.864,0.48,-0.741,0.013,0.065,-0.434,0.164,-0.261,0.337,-0.155,-1.653,0.654,-0.382,0.04,0.382,-0.506,0.458,-0.243,1
BD-812,0.026,-0.015,-0.928,0.4,-0.63,-0.08,-0.238,0.442,-0.15,-0.024,-0.062,-0.026,0.554,0.198,0.571,0.263,0.624,-1.239,0.097,-1.266,-0.065,0.184,-0.818,0.256,-0.432,-0.215,0.297,-1.196,0.61,-0.676,0.418,0.113,0.38,0.024,0.24,0.009,0.122,-0.014,0.274,0.128,-0.47,-0.402,-2.075,1.27,-0.98,-0.13,0.418,-0.538,0.495,-0.28,1
BD-813,-0.303,0.279,-1.201,0.731,-0.526,-0.23,-0.139,0.482,0.323,-0.152,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.037,0.037,-0.086,0.286,-0.039,-0.177,0.286,-0.817,0.506,-0.394,-0.109,0.661,-1.406,0.281,-0.879,0.16,0.013,-0.251,0.031,0.071,-0.47,-0.402,-2.075,1.27,-0.98,-0.22,0.427,-0.485,0.385,-0.201,1
BD-815,0.109,0.076,-0.928,0.442,-0.563,-0.309,0.622,0.113,-0.094,0.032,-0.179,0.062,0.717,0.082,0.602,0.083,0.793,-0.616,0.26,-0.602,-0.092,0.219,-0.62,0.334,-0.326,-0.135,0.145,-0.992,0.582,-0.664,0.11,0.361,-1.35,0.122,-0.312,-0.1,0.166,-0.444,0.2,-0.31,1.275,0.19,-0.608,-0.235,-0.22,0.036,0.389,-0.337,0.469,-0.112,1
BD-817,-0.034,0.261,-1.118,0.473,-0.576,-0.177,0.599,0.708,0.479,0.688,-0.043,0.048,0.35,0.215,0.394,-0.772,-0.166,1.184,0.352,0.575,0.073,-0.033,-0.026,0.342,-0.034,-0.222,0.25,-1.166,0.467,-0.649,0.696,-0.025,-1.371,-0.042,-0.605,0.068,-0.041,-0.265,0.099,0.08,0.077,0.133,-3.05,0.66,-2.012,-0.16,0.37,-0.291,0.415,-0.253,1
BD-818,-0.005,0.109,-1.427,0.549,-0.645,-0.264,0.75,0.484,0.469,0.813,0.014,0.078,0.297,0.152,0.372,-0.785,-0.182,0.425,0.666,0.149,0.038,0.069,-0.144,0.365,-0.09,-0.228,0.615,-1.127,0.614,-0.569,0.042,0.627,0.149,0.365,0.254,-0.136,0.081,-0.215,0.19,-0.119,0.111,1.293,-0.71,0.515,0.117,0.075,0.277,-0.844,0.452,-0.49,1
BD-819,-0.168,0.3,-1.222,0.586,-0.734,-0.356,0.829,-1.532,0.63,-0.38,-0.005,0.142,0.779,-0.003,0.673,-0.25,0.877,1.205,0.341,0.948,-0.05,0.223,-0.655,0.479,-0.322,-0.186,0.509,-0.338,0.612,-0.051,0.329,0.512,-0.52,0.234,-0.071,-0.197,0.067,-0.637,0.18,-0.534,0.624,0.668,-4.024,0.051,-3.044,0.086,0.417,-0.145,0.445,-0.03,1
BD-822,-0.158,0.131,-0.578,0.616,-0.33,-0.355,0.266,0.557,0.386,0.746,-0.026,-0.068,-0.55,0.357,-0.165,0.6,0.016,-1.613,-0.435,-1.527,0.007,0.097,-0.394,0.338,-0.33,-0.201,0.265,-1.093,0.539,-0.543,0.513,0.16,1.114,-0.422,0.961,0.196,0.086,-0.076,0.108,0.131,-0.5,0.393,-0.139,0.657,-0.173,-0.17,0.45,-0.644,0.455,-0.387,1
BD-824,-0.045,0.057,-1.189,0.583,-0.573,-0.149,0.637,1.412,0.296,0.849,-0.0,-0.15,0.088,-0.194,0.204,0.026,0.533,1.271,0.557,1.114,0.06,-0.002,-0.098,0.371,-0.022,-0.193,0.223,-0.814,0.549,-0.384,-0.269,0.618,-1.084,-0.113,-0.746,0.004,-0.164,0.083,0.251,0.271,0.077,0.133,-3.05,0.66,-2.012,-0.164,0.444,-0.713,0.466,-0.469,1
BD-826,-0.107,0.259,-0.875,0.554,-0.57,0.035,0.895,0.146,0.407,0.624,0.029,0.056,-0.092,0.06,0.163,-0.215,0.783,-0.774,0.303,-0.263,-0.16,0.105,-0.933,0.426,-0.545,-0.288,0.472,-0.458,0.645,-0.203,-0.016,0.297,-0.162,0.488,0.317,-0.098,0.093,-0.466,0.106,-0.326,0.361,0.844,-1.773,-0.142,-1.459,0.069,0.382,-0.228,0.409,-0.058,1
BD-827,-0.207,0.293,-1.025,0.683,-0.495,-0.275,0.932,-0.887,0.439,-0.335,0.019,0.399,-0.299,0.04,-0.149,-0.06,0.44,0.708,0.039,1.005,-0.011,0.175,-0.604,0.417,-0.366,-0.288,0.504,-0.273,0.673,-0.099,0.291,0.883,0.324,0.537,0.896,-0.117,0.135,-0.409,0.105,-0.347,-0.061,0.37,-2.175,0.005,-1.826,0.021,0.336,-0.226,0.388,-0.177,1
BD-833,-0.215,0.23,-1.52,0.575,-0.982,0.008,0.55,0.033,0.086,0.225,-0.087,0.184,0.182,-0.13,0.265,-0.218,0.52,1.803,0.249,0.984,-0.046,0.185,-0.87,0.472,-0.452,-0.273,0.551,-1.124,0.621,-0.555,-0.005,0.957,-0.396,0.285,-0.19,-0.079,0.143,-0.677,0.16,-0.409,-0.293,-0.426,-1.644,0.851,-1.55,0.044,0.305,-0.626,0.479,-0.208,1
BD-836,0.008,0.258,-1.107,0.51,-0.564,-0.438,0.328,-0.089,0.622,0.009,0.04,-0.13,0.026,0.079,0.183,-0.295,0.292,0.188,0.825,0.481,0.179,-0.069,-0.168,0.231,-0.197,0.403,0.023,-0.023,0.295,-0.076,0.041,0.771,-1.487,0.424,-0.573,0.055,0.073,0.175,0.239,0.366,-0.401,0.583,-1.388,1.095,-0.243,-0.052,0.216,-0.06,0.452,-0.044,1
BD-843,-0.286,0.228,-1.022,0.756,-0.485,-0.197,0.591,-0.344,0.175,-0.353,-0.115,-0.13,-0.501,0.198,-0.134,-0.178,0.73,0.114,0.673,0.24,0.046,0.142,-0.35,0.305,-0.07,-0.228,0.315,-1.203,0.629,-0.642,0.238,0.117,1.359,0.218,1.0,0.196,0.086,-0.076,0.108,0.131,-0.47,-0.402,-2.075,1.27,-0.98,-0.175,0.48,-0.838,0.449,-0.497,1
BD-846,-0.282,0.369,-1.157,0.711,-0.423,-0.275,0.169,0.212,0.318,0.333,-0.093,0.027,0.026,0.19,0.056,-0.132,0.673,-0.977,0.621,-0.351,0.114,0.183,-0.128,0.239,-0.047,-0.218,0.503,-0.677,0.599,-0.358,0.312,0.6,0.305,0.249,0.625,-0.117,0.135,-0.409,0.105,-0.347,0.689,0.31,-1.7,0.13,-1.724,0.054,0.281,-0.255,0.465,-0.184,1
BD-864,-0.268,0.28,-1.148,0.693,-0.551,-0.047,0.568,0.571,0.142,0.415,-0.123,-0.093,0.104,0.178,0.107,0.274,0.566,-0.405,0.394,-0.191,0.146,0.133,-0.341,0.177,-0.162,-0.192,0.612,-1.142,0.61,-0.516,0.284,0.772,0.571,-0.037,0.313,0.118,0.144,0.058,0.015,0.22,-0.172,0.474,-2.987,0.551,-2.384,0.099,0.385,-0.756,0.423,-0.431,1
BD-870,-0.178,0.181,-0.941,0.711,-0.468,-0.106,0.457,0.689,0.191,0.105,0.106,-0.015,-0.124,0.152,0.126,-0.483,0.741,-0.106,0.86,0.127,0.025,0.005,-0.305,0.328,-0.192,-0.265,0.223,-0.402,0.498,-0.267,-0.265,0.58,-2.414,-0.038,-1.527,0.087,0.002,-0.139,0.209,0.047,0.524,0.388,-0.671,0.434,0.105,-0.18,0.432,-0.631,0.483,-0.373,1
BD-899,-0.157,0.28,-1.261,0.557,-0.784,0.17,0.776,-0.434,0.207,-0.091,0.098,0.342,0.228,-0.065,0.22,0.08,0.831,1.07,0.013,0.732,-0.046,0.215,-0.584,0.51,-0.227,-0.244,0.54,-1.488,0.625,-0.816,0.274,0.831,0.874,0.074,0.685,-0.164,0.248,-0.403,0.342,-0.181,0.252,0.194,-0.075,-0.012,-0.498,0.001,0.346,-0.383,0.462,-0.048,1
BD-900,-0.002,0.172,-1.264,0.508,-0.673,-0.177,0.599,0.708,0.479,0.688,-0.076,-0.047,0.177,0.254,0.309,-0.551,0.147,1.562,0.333,0.819,0.078,-0.018,0.114,0.347,0.076,-0.303,0.37,-1.181,0.568,-0.7,0.345,0.674,1.261,-0.116,1.113,0.206,0.298,-0.301,0.104,0.084,0.089,0.186,-1.59,0.545,-0.754,-0.031,0.215,-0.37,0.424,-0.264,1
BD-901,-0.031,0.215,-1.594,0.503,-0.819,-0.18,0.942,-1.396,0.544,-0.666,-0.187,0.02,0.05,0.206,0.248,-0.597,0.439,0.647,0.655,0.266,0.057,-0.079,0.192,0.375,0.074,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.142,0.097,-0.373,0.24,-0.242,0.817,0.366,1.671,0.393,1.714,-0.072,0.272,-0.553,0.472,-0.244,1
BD-904,-0.331,0.295,-1.12,0.712,-0.614,0.011,0.475,1.058,0.158,0.862,-0.156,-0.189,-0.069,0.217,0.022,0.155,0.591,1.159,-0.37,0.543,0.145,0.071,-0.205,0.287,-0.077,-0.192,0.612,-1.142,0.61,-0.516,0.027,0.508,-1.286,0.405,-0.588,0.041,0.138,-0.286,-0.048,-0.077,-0.106,0.116,-0.662,0.63,-1.064,0.109,0.394,-0.561,0.439,-0.218,1
BD-906,-0.082,0.17,-1.111,0.514,-0.629,-0.148,0.888,-0.652,-0.036,-0.38,-0.001,0.469,0.023,0.048,0.127,0.215,0.516,1.226,0.081,0.905,0.007,0.175,-0.683,0.349,-0.332,-0.263,0.106,-0.561,0.454,-0.298,-0.095,0.297,0.149,-0.009,-0.07,0.196,0.086,-0.076,0.108,0.131,-0.284,0.141,-1.093,1.049,-0.493,-0.095,0.378,-0.665,0.4,-0.478,1
BD-912,-0.159,0.216,-0.979,0.695,-0.369,-0.35,0.476,0.413,0.373,0.191,-0.001,0.238,-0.206,0.168,-0.062,-0.395,0.707,-1.183,0.442,-0.766,0.064,0.143,-0.307,0.349,-0.106,-0.277,0.562,-1.231,0.655,-0.638,-0.146,0.799,-0.53,0.334,-0.313,-0.025,0.053,-0.114,0.023,-0.022,-0.106,0.116,-0.662,0.63,-1.064,0.044,0.369,-0.548,0.431,-0.215,1
